AREA,Latency,FU,REG,MUX,DEC,Pin_Pair,Net,MISC,CP_delay,BlockMemoryBit,DSP,Fu_ratio,attributes
448,13,28,158,409,5,1953,474,6,8.527,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~folding=1
168,16,20,86,140,4,755,155,4,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=0
76,25,20,29,30,6,266,123,20,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~folding=1
95,19,24,29,39,8,317,143,24,5.1,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~unroll_times=3
96,19,20,34,33,5,323,149,38,3.6,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~folding=1
106,9,16,44,72,9,479,165,9,6.79,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
52,15,12,23,24,9,204,105,7,3.03,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
167,5,48,85,94,2,747,210,23,9.5854,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=3
448,12,28,154,408,4,1929,456,8,8.527,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=0
493,6,54,202,431,4,2040,582,4,8.527,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=7
278,12,56,86,206,4,1132,251,12,9.5854,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=3
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
184,8,64,85,117,1,731,164,2,7.6208,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=4
87,12,24,31,38,10,309,145,15,5.074,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=3
41,9,12,86,26,2,267,77,1,4.4454,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~folding=1
52,15,12,23,24,9,204,105,7,3.03,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~folding=0
37,8,12,85,23,1,240,73,1,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~folding=0
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
168,16,20,86,140,4,755,155,4,3.8754,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=0
72,17,28,30,29,8,272,131,7,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~folding=1
399,5,70,185,324,2,1661,495,3,8.527,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=7
129,6,32,86,86,4,655,162,7,10.5354,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=3
107,23,28,63,58,11,450,167,10,7.4201,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=7
115,13,32,38,70,7,452,167,6,5.27,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=7
184,8,64,85,117,1,731,164,2,7.6208,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=7
50,16,20,22,20,4,188,100,6,2.45,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=0
78,24,20,28,32,5,279,125,21,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~unroll_times=0
56,23,12,31,26,11,245,109,7,3.03,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=0
52,17,20,26,24,5,204,107,3,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~folding=1
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
110,24,20,63,67,12,502,163,11,7.25,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=4
78,24,20,28,32,5,279,125,21,3.6,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~unroll_times=0
37,8,12,85,23,1,240,73,1,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~folding=0
278,12,56,86,206,4,1132,251,12,9.5854,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=3
119,12,40,38,66,6,452,173,7,6.64,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=4
52,15,12,23,24,9,204,105,7,3.03,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
554,9,64,154,471,5,2314,569,14,9.5854,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=3
37,8,12,85,23,1,240,73,1,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=0
330,9,48,101,277,2,1347,330,3,9.5508,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=4
290,13,40,86,214,5,1248,276,31,10.5754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=3
106,9,16,44,72,9,479,165,9,6.79,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
37,8,12,85,23,1,240,73,1,3.8754,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~folding=0
106,13,32,46,60,7,448,177,7,5.16,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=7
220,10,40,102,174,4,950,238,2,6.11,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=7
140,17,32,61,70,10,535,197,28,8.1001,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~unroll_times=7
330,9,48,101,277,2,1347,330,3,9.5508,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=4
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=7
118,12,40,38,67,6,448,171,5,6.64,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=7
37,8,12,85,23,1,240,73,1,3.8754,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
52,15,12,23,24,9,204,105,7,3.03,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=0
167,5,48,85,94,2,747,210,23,9.5854,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=3
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=7
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
94,21,32,38,39,13,343,156,10,5.48,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~unroll_times=3
115,13,32,38,70,7,452,167,6,5.27,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=7
72,17,28,30,29,8,272,131,7,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~folding=1
106,9,16,44,72,9,479,165,9,6.79,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=7
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=7
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=7
567,10,48,154,480,6,2434,595,33,10.5754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=3
184,8,64,85,117,1,731,164,2,7.6208,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=7
129,6,32,86,86,4,655,162,7,10.5354,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=3
57,30,20,22,27,6,223,99,4,3.0201,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0
78,26,28,38,33,10,312,141,7,3.0201,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~folding=0
41,9,12,86,26,2,267,77,1,4.4454,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~folding=1
192,15,20,85,163,2,847,161,7,4.5554,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~folding=0
192,15,20,85,163,2,847,161,7,4.5554,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0
448,12,28,154,408,4,1929,456,8,8.527,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~folding=0
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
107,23,28,63,58,11,450,167,10,7.4201,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=4
90,13,40,34,38,5,318,148,7,5.54,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=3
56,1,56,64,0,0,203,140,0,4.18,0,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=7
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=7
399,5,70,185,324,2,1661,495,3,8.527,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=4
52,15,12,23,24,9,204,105,7,3.03,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~folding=0
184,8,64,85,117,1,731,164,2,7.6208,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=4
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=7
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
54,16,12,24,25,10,223,109,7,3.03,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~folding=1
52,15,12,23,24,9,204,105,7,3.03,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~folding=0
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
140,12,38,55,82,9,605,220,11,7.36,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~unroll_times=7
81,2,32,98,48,1,397,145,0,5.96,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
171,17,20,90,143,5,771,161,3,4.4454,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=1
106,9,16,44,72,9,479,165,9,6.79,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=7
185,9,64,77,117,2,723,166,2,4.18,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=4
56,23,12,31,26,11,245,109,7,3.03,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~folding=0
106,9,16,44,72,9,479,165,9,6.79,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=7
220,10,40,102,174,4,950,238,2,6.11,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=4
140,12,38,55,82,9,605,220,11,7.36,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~unroll_times=4
289,14,40,86,214,6,1248,277,29,10.8454,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=3
119,12,40,38,66,6,452,173,7,6.64,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=7
37,8,12,85,23,1,240,73,1,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
76,18,12,35,29,11,301,136,24,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~folding=1
57,30,20,22,27,6,223,99,4,3.0201,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0
113,13,48,38,47,8,374,173,10,5.54,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~unroll_times=3
56,23,12,31,26,11,245,109,7,3.03,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~folding=0
56,23,12,31,26,11,245,109,7,3.03,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~folding=0
76,18,12,35,29,11,301,136,24,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~folding=1
132,20,38,66,66,15,557,197,13,6.68,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~unroll_times=4
57,30,20,22,27,6,223,99,4,3.0201,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~folding=0
54,16,12,24,25,10,223,109,7,3.03,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~folding=1
448,12,28,154,408,4,1929,456,8,8.527,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=0
107,23,28,63,58,11,450,167,10,7.4201,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=7
87,12,24,31,38,10,309,145,15,5.074,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=4;LOOP_2~unroll_times=3
101,21,28,41,39,10,371,166,24,3.6,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~folding=1
50,16,20,22,21,4,202,99,5,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~folding=0
50,16,20,22,21,4,202,99,5,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=0
168,16,20,86,140,4,755,155,4,3.8754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~unroll_times=0
171,17,20,90,143,5,771,161,3,4.4454,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=1
106,9,16,44,72,9,479,165,9,6.79,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=4
70,18,16,31,31,14,277,125,9,5.364,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=3
192,15,20,85,163,2,847,161,7,4.5554,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=0
106,13,32,46,60,7,448,177,7,5.16,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=4
75,16,28,25,32,7,261,125,8,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~unroll_times=0
290,13,40,86,214,5,1248,276,31,10.5754,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=3
90,13,40,34,38,5,318,148,7,5.54,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=3
76,25,20,29,30,6,266,123,20,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~folding=1
56,23,12,31,26,11,245,109,7,3.03,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~folding=0
53,17,20,26,24,5,206,108,4,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~folding=1
192,15,20,85,163,2,847,161,7,4.5554,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~folding=0
90,13,40,34,37,5,304,149,8,5.54,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=1;LOOP_2~unroll_times=3
52,17,20,26,24,5,204,107,3,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~folding=1
57,30,20,22,27,6,223,99,4,3.0201,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0
106,9,16,44,72,9,479,165,9,6.79,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=7;LOOP_2~unroll_times=4
140,12,38,55,82,9,605,220,11,7.36,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~unroll_times=7
87,12,24,31,38,10,309,145,15,5.074,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=7;LOOP_2~unroll_times=3
128,19,46,66,57,14,487,184,11,5.9,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~unroll_times=7
493,6,54,202,431,4,2040,582,4,8.527,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=3;LOOP_2~unroll_times=4
101,21,28,41,39,10,371,166,24,3.6,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~folding=1
70,18,16,31,31,14,277,125,9,5.364,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=3
78,24,20,28,32,5,279,125,21,3.6,64,0,-50,ARRAY_1~array=RAM;LOOP_1~folding=1;LOOP_2~folding=0
52,17,20,26,24,5,204,107,3,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~folding=1
73,25,24,23,33,9,257,116,7,5.1,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=3
110,24,20,63,67,12,502,163,11,7.25,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=4
73,25,24,23,33,9,257,116,7,5.1,64,0,0,ARRAY_1~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=3
115,13,32,38,70,7,452,167,6,5.27,64,0,-50,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=4
56,23,12,31,26,11,245,109,7,3.03,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
76,25,20,29,30,6,266,123,20,3.6,64,0,-50,ARRAY_1~array=RAM;LOOP_1~unroll_times=0;LOOP_2~folding=1
192,15,20,85,163,2,847,161,7,4.5554,0,0,0,ARRAY_1~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0
52,17,20,26,24,5,204,107,3,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~folding=1
56,23,12,31,26,11,245,109,7,3.03,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=4;LOOP_2~unroll_times=0
78,26,28,38,33,10,312,141,7,3.0201,64,0,0,ARRAY_1~array=RAM;LOOP_1~unroll_times=3;LOOP_2~unroll_times=0
75,16,28,25,32,7,261,125,8,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=3;LOOP_2~folding=0
50,16,20,22,21,4,202,99,5,3.02,64,0,0,ARRAY_1~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=0
50,16,20,22,21,4,202,99,5,3.02,64,0,-50,ARRAY_1~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0
