AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,ARRAY_4,ARRAY_5,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,Attr
21751,12,11707,2544,7315,0,46990,17466,12,12,12.00,185,0,15.3402ns,-,-,-,-,41,-,-,-100,Cyber,array=REG,array=REG,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,folding=0,folding=0,folding=1,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=all;-100
19111,22,14361,1974,2623,0,35927,15068,24,24,24.00,153,-,14.7185ns,-,-,-,-,49,-,-,-50,Cyber,array=REG,array=REG,array=LOGIC,array=REG,array=RAM,folding=1,unroll_times=all,folding=1,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;LOOP_5=unroll_times=all;-50
24294,11,13879,2628,7610,0,50769,18757,11,11,11.00,177,0,22.6258ns,-,-,-,-,40,-,-,-100,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=EXPAND+array_index=const,folding=0,folding=0,folding=0,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=0;-100
22815,20,18807,1806,2106,0,40299,16945,20,20,20.00,96,-,13.4606ns,-,-,-,-,104,-,-,-50,Cyber,array=REG,array=REG,array=RAM,array=REG,array=RAM,unroll_times=0,unroll_times=0,unroll_times=all,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;-50
18227,13,15260,1218,1614,0,32188,13846,16,16,16.00,135,-,12.4463ns,-,-,-,-,46,-,-,-50,Cyber,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=RAM,folding=1,unroll_times=4,unroll_times=0,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=folding=1;-50
32210,11,29312,1968,873,14,52074,23092,11,11,11.00,43,-,12.0114ns,-,-,-,-,39,-,-,100,Cyber,array=LOGIC,array=REG,array=RAM,array=REG,array=REG,unroll_times=0,unroll_times=2,unroll_times=4,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=unroll_times=4;LOOP_4=folding=0;LOOP_5=unroll_times=2;100
25320,7,22220,1830,1214,14,41861,18466,7,7,7.00,42,0,12.0081ns,-,-,-,-,32,-,-,50,Cyber,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=1,folding=1,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=0;50
17063,11,12129,1542,3242,0,33202,13958,11,11,11.00,150,-,12.9587ns,-,-,-,-,48,-,-,0,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=RAM,unroll_times=0,folding=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;0
28990,15,24956,1386,2491,0,50969,21959,16,16,16.00,157,-,11.4086ns,-,-,-,-,51,-,-,50,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=RAM,unroll_times=all,unroll_times=all,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;50
27469,13,23847,1596,1912,0,47357,20601,14,14,14.00,114,-,11.8387ns,-,-,-,-,35,-,-,50,Cyber,array=RAM,array=REG,array=REG,array=EXPAND+array_index=const,array=RAM,unroll_times=all,unroll_times=all,folding=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;50
29945,9,20968,2358,6396,14,60693,24740,9,9,9.00,209,0,22.166ns,-,-,-,-,28,-,-,-50,Cyber,array=REG,array=RAM,array=EXPAND+array_index=const,array=REG,array=REG,folding=1,folding=0,unroll_times=all,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;-50
32858,21,30343,1818,633,0,54973,24513,21,21,21.00,64,-,11.3514ns,-,-,-,-,67,-,-,100,Cyber,array=RAM,array=REG,array=RAM,array=REG,array=RAM,unroll_times=0,unroll_times=4,unroll_times=all,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=unroll_times=0;100
45717,12,41256,2262,2139,14,76663,33794,12,12,12.00,46,-,14.5368ns,-,-,-,-,37,-,-,100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=RAM,array=RAM,array=REG,unroll_times=0,folding=0,unroll_times=2,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;100
21243,16,16483,1356,3219,0,40633,16762,16,16,16.00,185,-,15.1844ns,-,-,-,-,58,-,-,0,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=RAM,array=RAM,folding=0,unroll_times=2,unroll_times=4,unroll_times=2,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=unroll_times=4;LOOP_4=unroll_times=2;LOOP_5=folding=0;0
17641,14,15013,1548,1016,0,29822,12848,15,15,15.00,64,-,12.3795ns,-,-,-,-,44,-,-,-50,Cyber,array=RAM,array=RAM,array=REG,array=LOGIC,array=RAM,unroll_times=0,folding=1,folding=1,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-50
34424,9,21193,1902,11001,0,75627,29178,9,9,9.00,328,0,13.875ns,-,-,-,-,32,-,-,-50,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,folding=1,folding=0,unroll_times=2,unroll_times=4,unroll_times=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=unroll_times=0;-50
32259,10,28339,1848,1986,14,54231,23759,10,10,10.00,72,0,12.7184ns,-,-,-,-,32,-,-,100,Cyber,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,array=RAM,array=REG,unroll_times=0,folding=0,unroll_times=4,folding=1,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=4;LOOP_4=folding=1;LOOP_5=unroll_times=all;100
20261,17,14639,1890,3548,0,39754,16281,17,17,17.00,184,-,12.5277ns,-,-,-,-,60,-,-,-50,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=0,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=0;LOOP_5=unroll_times=all;-50
22719,13,13217,3816,5563,0,44209,16774,13,13,13.00,123,0,13.4155ns,-,-,-,-,20,-,-,-100,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,array=REG,unroll_times=all,unroll_times=all,unroll_times=all,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=folding=1;-100
28017,21,24938,1620,1357,0,47926,21144,23,23,23.00,102,-,13.1561ns,-,-,-,-,48,-,-,50,Cyber,array=RAM,array=RAM,array=REG,array=RAM,array=RAM,folding=1,folding=1,unroll_times=all,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=all;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;50
