AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,ARRAY_4,ARRAY_5,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,Attr
7658,7,6039,288,1540,7,17554,7577,7,7,7.00,72,0,30.52ns,-,-,-,-,22,0,20,100,Cyber,array=LOGIC,array=RAM,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,folding=0,unroll_times=2,folding=1,unroll_times=4,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=unroll_times=4;LOOP_5=unroll_times=all;100
2038,13,1239,361,754,13,6011,2536,14,14,14.00,32,-,32.91ns,-,-,-,-,88,368,20,50,Cyber,array=RAM,array=RAM,array=REG,array=RAM,array=RAM,folding=1,folding=0,folding=0,unroll_times=all,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=unroll_times=all;50
3423,22,508,523,2683,22,14138,3192,23,23,23.00,210,-,45.19ns,-,-,-,-,57,128,14,-100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,array=REG,array=RAM,folding=0,unroll_times=4,folding=1,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=4;LOOP_3=folding=1;LOOP_4=unroll_times=all;LOOP_5=folding=0;-100
6360,7,3439,324,2805,7,19116,5914,7,7,7.00,109,0,36.384ns,-,-,-,-,26,0,22,50,Cyber,array=EXPAND+array_index=const,array=REG,array=RAM,array=RAM,array=EXPAND+array_index=const,folding=1,folding=1,unroll_times=4,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=folding=0;LOOP_5=folding=1;50
2688,9,786,327,1786,9,10270,2784,10,10,10.00,107,-,33.55ns,-,-,-,-,30,376,11,-50,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=RAM,array=RAM,array=REG,unroll_times=0,unroll_times=2,folding=1,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=2;-50
5635,5,3591,320,1970,5,15433,5446,5,5,5.00,69,0,35.98ns,-,-,-,-,26,0,22,50,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=RAM,array=LOGIC,array=EXPAND+array_index=const,unroll_times=0,folding=0,unroll_times=2,unroll_times=2,unroll_times=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=unroll_times=2;LOOP_5=unroll_times=0;50
4046,4,2613,320,1405,4,11100,4229,4,4,4.00,24,0,33.525ns,-,-,-,-,15,0,22,50,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,folding=1,folding=0,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;50
4247,10,1084,429,2993,10,17064,4341,10,10,10.00,160,-,36.75ns,-,-,-,-,26,248,18,-50,Cyber,array=RAM,array=REG,array=EXPAND+array_index=const,array=REG,array=REG,unroll_times=0,unroll_times=4,folding=0,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=folding=0;LOOP_4=unroll_times=4;LOOP_5=folding=0;-50
3533,21,794,713,2622,21,14618,3384,21,21,21.00,96,-,42.0325ns,-,-,-,-,43,128,13,-50,Cyber,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=RAM,folding=0,unroll_times=all,unroll_times=all,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=unroll_times=all;-50
3305,7,945,395,2266,7,13302,3199,7,7,7.00,87,0,36.64ns,-,-,-,-,25,0,20,-50,Cyber,array=LOGIC,array=RAM,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=0,folding=1,unroll_times=all,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=folding=0;-50
3750,6,1160,300,2495,6,14192,3641,6,6,6.00,89,0,37.975ns,-,-,-,-,26,0,20,-50,Cyber,array=REG,array=LOGIC,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,folding=0,unroll_times=all,unroll_times=2,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=2;LOOP_5=unroll_times=0;-50
1637,22,940,455,638,22,5123,2111,23,23,23.00,37,-,25.855ns,-,-,-,-,43,248,23,50,Cyber,array=REG,array=RAM,array=REG,array=LOGIC,array=RAM,unroll_times=all,folding=1,unroll_times=4,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=unroll_times=all;LOOP_5=folding=1;50
3656,7,812,474,2743,7,15059,3369,7,7,7.00,94,0,42.64ns,-,-,-,-,25,0,20,-50,Cyber,array=LOGIC,array=LOGIC,array=RAM,array=LOGIC,array=EXPAND+array_index=const,folding=0,folding=0,folding=0,folding=1,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=all;-50
3328,11,2348,223,916,11,8489,3573,11,11,11.00,53,-,25.855ns,-,-,-,-,41,248,25,100,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,array=REG,folding=0,folding=0,folding=1,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;100
1524,20,864,483,581,20,4870,2020,22,22,22.00,59,-,26.64ns,-,-,-,-,60,248,23,50,Cyber,array=RAM,array=RAM,array=LOGIC,array=REG,array=RAM,folding=1,unroll_times=4,unroll_times=all,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=folding=0;50
6951,6,3733,339,3095,6,20889,6551,6,6,6.00,117,0,36.274ns,-,-,-,-,21,0,15,0,Cyber,array=REG,array=REG,array=RAM,array=RAM,array=EXPAND+array_index=const,unroll_times=all,folding=1,unroll_times=0,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;0
6024,7,2201,382,3672,7,22052,5598,7,7,7.00,144,0,37.25ns,-,-,-,-,26,0,15,0,Cyber,array=EXPAND+array_index=const,array=REG,array=REG,array=LOGIC,array=EXPAND+array_index=const,unroll_times=0,unroll_times=all,folding=0,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=4;0
5217,6,1984,325,3105,6,18713,4702,6,6,6.00,122,0,43.31ns,-,-,-,-,27,0,22,0,Cyber,array=LOGIC,array=LOGIC,array=RAM,array=REG,array=EXPAND+array_index=const,unroll_times=0,unroll_times=2,folding=0,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=2;0
6443,12,899,582,5267,12,27808,5194,12,12,12.00,265,0,48.235ns,-,-,-,-,44,0,9,-100,Cyber,array=LOGIC,array=LOGIC,array=RAM,array=REG,array=EXPAND+array_index=const,unroll_times=0,unroll_times=2,unroll_times=0,folding=0,unroll_times=4,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=4;-100
6856,6,4265,320,2478,6,18574,6633,6,6,6.00,107,0,36.774ns,-,-,-,-,25,0,22,50,Cyber,array=LOGIC,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,folding=1,unroll_times=4,unroll_times=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=0;50
3977,8,2855,201,1039,8,9844,4195,8,8,8.00,75,-,28.52ns,-,-,-,-,36,248,23,100,Cyber,array=EXPAND+array_index=const,array=RAM,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,folding=0,folding=1,folding=0,unroll_times=2,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=folding=0;100
6844,5,2783,321,3912,5,23709,6254,5,5,5.00,144,0,41.924ns,-,-,-,-,24,0,22,0,Cyber,array=RAM,array=RAM,array=REG,array=RAM,array=EXPAND+array_index=const,unroll_times=0,folding=0,unroll_times=0,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=4;LOOP_5=folding=0;0
2648,17,1524,326,1056,17,8045,2960,17,17,17.00,51,-,34.66ns,-,-,-,-,45,256,20,50,Cyber,array=REG,array=REG,array=EXPAND+array_index=const,array=RAM,array=RAM,unroll_times=all,unroll_times=0,unroll_times=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;50
5644,5,3998,276,1575,5,14102,5501,5,5,5.00,66,0,28.57ns,-,-,-,-,16,0,22,100,Cyber,array=REG,array=RAM,array=REG,array=LOGIC,array=EXPAND+array_index=const,unroll_times=all,unroll_times=4,unroll_times=2,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=4;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=folding=1;100
2926,7,729,375,2112,7,11570,2535,7,7,7.00,78,0,35.66ns,-,-,-,-,28,0,9,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,unroll_times=all,folding=1,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;-100
4641,6,2147,324,2395,6,15093,4384,6,6,6.00,93,0,26.84ns,-,-,-,-,27,0,22,50,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,unroll_times=0,folding=1,unroll_times=2,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=1;50
1232,11,1085,272,123,11,2950,1626,11,11,11.00,13,-,25.855ns,-,-,-,-,39,248,25,100,Cyber,array=EXPAND+array_index=const,array=REG,array=RAM,array=REG,array=REG,unroll_times=0,unroll_times=all,unroll_times=2,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=1;100
1407,11,1266,275,115,11,3309,1890,11,11,11.00,15,-,28.2983ns,-,-,-,-,26,256,30,100,Cyber,array=REG,array=LOGIC,array=LOGIC,array=RAM,array=REG,unroll_times=0,unroll_times=all,unroll_times=2,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;100
3965,12,681,675,3172,12,18000,3723,12,12,12.00,100,0,46.12ns,-,-,-,-,34,0,13,-100,Cyber,array=LOGIC,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,folding=0,unroll_times=0,unroll_times=all,folding=1,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=unroll_times=all;-100
5763,13,1147,439,4341,13,22532,5463,13,13,13.00,262,0,41.324ns,-,-,-,-,23,128,18,-50,Cyber,array=EXPAND+array_index=const,array=REG,array=EXPAND+array_index=const,array=REG,array=REG,unroll_times=all,unroll_times=2,unroll_times=2,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;-50
1961,17,673,464,1220,17,7350,2207,17,17,17.00,51,0,36.79ns,-,-,-,-,56,128,15,0,Cyber,array=LOGIC,array=RAM,array=LOGIC,array=REG,array=REG,unroll_times=all,unroll_times=0,unroll_times=all,unroll_times=4,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=4;LOOP_5=unroll_times=all;0
7742,8,5971,325,1684,8,18100,7663,8,8,8.00,79,0,31.745ns,-,-,-,-,30,0,22,100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,folding=1,unroll_times=4,folding=1,unroll_times=2,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=folding=0;100
1908,17,534,472,1259,17,7593,2147,19,19,19.00,98,-,39.27ns,-,-,-,-,51,128,14,-100,Cyber,array=EXPAND+array_index=const,array=REG,array=REG,array=RAM,array=RAM,folding=1,folding=1,folding=0,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;-100
677,14,163,305,458,14,2953,934,15,15,15.00,42,-,31.055ns,-,-,-,-,45,488,10,-100,Cyber,array=RAM,array=RAM,array=RAM,array=REG,array=REG,unroll_times=all,unroll_times=2,unroll_times=0,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=unroll_times=2;-100
4790,9,1293,450,3372,9,18473,4367,9,9,9.00,116,0,42.72ns,-,-,-,-,26,0,13,-50,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=REG,array=RAM,array=EXPAND+array_index=const,folding=1,unroll_times=all,folding=1,unroll_times=2,unroll_times=all,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=all;-50
