AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,ARRAY_4,ARRAY_5,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,Attr
6993,7,1479,399,5340,7,19815,4666,7,7,7.00,167,0,41.9225ns,-,-,-,-,26,0,16,-50,Cyber,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,array=EXPAND+array_index=const,unroll_times=all,folding=0,unroll_times=2,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=unroll_times=4;-50
1625,9,567,200,993,9,5053,1790,10,10,10.00,56,-,31.4607ns,-,-,-,-,20,256,25,0,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=RAM,array=REG,unroll_times=all,folding=1,unroll_times=2,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=folding=1;0
5020,6,996,341,3913,6,14758,3645,6,6,6.00,105,0,45.2ns,-,-,-,-,23,0,17,-50,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,array=RAM,array=EXPAND+array_index=const,unroll_times=all,unroll_times=2,folding=1,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=folding=0;-50
6027,6,1355,324,4545,6,16699,4019,6,6,6.00,121,0,40.96ns,-,-,-,-,27,0,23,0,Cyber,array=REG,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,unroll_times=0,folding=1,unroll_times=2,unroll_times=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=unroll_times=0;LOOP_5=unroll_times=0;0
2215,12,1355,540,798,12,6542,2775,14,14,14.00,50,-,29.5732ns,-,-,-,-,25,248,23,50,Cyber,array=REG,array=RAM,array=LOGIC,array=LOGIC,array=RAM,folding=1,unroll_times=all,folding=1,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=all;LOOP_5=folding=1;50
4856,5,2098,320,2693,5,12207,3891,5,5,5.00,60,0,28.8007ns,-,-,-,-,23,0,21,50,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,array=LOGIC,array=EXPAND+array_index=const,folding=0,folding=0,unroll_times=all,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=folding=1;50
6056,6,1901,339,4028,6,16334,4410,6,6,6.00,121,0,35.5295ns,-,-,-,-,21,0,16,0,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,folding=0,folding=0,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=4;0
1875,9,479,346,1313,9,6091,1896,10,10,10.00,74,-,31.0607ns,-,-,-,-,35,256,12,-100,Cyber,array=EXPAND+array_index=const,array=REG,array=REG,array=RAM,array=REG,folding=1,folding=0,folding=1,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=folding=1;-100
2476,15,435,458,1901,15,7935,2106,15,15,15.00,125,-,30.595ns,-,-,-,-,56,256,11,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=LOGIC,array=RAM,array=REG,folding=1,unroll_times=2,unroll_times=4,unroll_times=0,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=unroll_times=2;LOOP_3=unroll_times=4;LOOP_4=unroll_times=0;LOOP_5=folding=0;-100
6122,5,1483,288,4528,5,17073,4130,5,5,5.00,106,0,41.845ns,-,-,-,-,19,0,21,0,Cyber,array=REG,array=REG,array=RAM,array=REG,array=EXPAND+array_index=const,folding=0,unroll_times=2,folding=1,folding=1,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=all;0
5112,4,1273,320,3766,4,14826,3724,4,4,4.00,69,0,41.3075ns,-,-,-,-,22,0,23,0,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=RAM,array=REG,array=EXPAND+array_index=const,folding=0,folding=0,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;0
4568,8,806,380,3650,8,13183,2921,8,8,8.00,104,0,34.1425ns,-,-,-,-,28,0,10,-100,Cyber,array=REG,array=RAM,array=REG,array=REG,array=EXPAND+array_index=const,unroll_times=all,folding=1,unroll_times=2,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=1;-100
2220,9,536,273,1541,9,6838,2077,12,12,12.00,134,-,37.6625ns,-,-,-,-,51,128,17,0,Cyber,array=REG,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=RAM,folding=1,folding=0,folding=1,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=0;0
3847,13,2379,261,1354,13,9008,3835,15,15,15.00,101,-,30.23ns,-,-,-,-,40,128,31,100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=LOGIC,array=RAM,folding=1,folding=1,unroll_times=4,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;100
1515,10,558,384,902,10,5096,1867,11,11,11.00,45,-,28.8007ns,-,-,-,-,37,376,23,-50,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=RAM,array=REG,unroll_times=0,unroll_times=2,unroll_times=all,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=folding=1;-50
6578,12,683,799,5726,12,20555,4088,12,12,12.00,157,0,41.48ns,-,-,-,-,40,0,10,-100,Cyber,array=REG,array=LOGIC,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,unroll_times=0,unroll_times=all,unroll_times=2,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=folding=0;-100
7398,7,2015,339,5232,7,20137,5029,7,7,7.00,144,0,40.0675ns,-,-,-,-,25,0,16,0,Cyber,array=REG,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,unroll_times=all,folding=1,unroll_times=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;0
604,16,211,330,342,16,2069,797,16,16,16.00,35,-,29.6107ns,-,-,-,-,52,368,11,-100,Cyber,array=RAM,array=RAM,array=REG,array=LOGIC,array=REG,unroll_times=0,unroll_times=4,unroll_times=2,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=folding=0;-100
1411,13,406,301,939,13,4447,1412,14,14,14.00,53,-,27.05ns,-,-,-,-,42,368,11,-100,Cyber,array=RAM,array=RAM,array=LOGIC,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,folding=1,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=unroll_times=0;LOOP_5=folding=1;-100
2148,24,1828,399,266,26,4726,2474,24,24,24.00,28,-,30.15ns,-,-,-,-,65,248,26,100,Cyber,array=REG,array=RAM,array=LOGIC,array=EXPAND+array_index=const,array=RAM,unroll_times=all,unroll_times=0,unroll_times=4,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=4;LOOP_4=unroll_times=all;LOOP_5=folding=0;100
4959,18,599,502,4123,18,15030,3703,18,18,18.00,219,-,40.345ns,-,-,-,-,56,248,15,-100,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,array=LOGIC,array=REG,unroll_times=all,unroll_times=2,unroll_times=4,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=unroll_times=4;LOOP_4=folding=0;LOOP_5=unroll_times=all;-100
1335,7,985,199,308,7,3201,1624,8,8,8.00,35,-,28.8007ns,-,-,-,-,33,376,25,100,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,array=RAM,array=REG,folding=0,folding=0,folding=1,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=folding=1;100
845,14,331,301,463,14,2641,1124,15,15,15.00,37,-,33.5ns,-,-,-,-,44,128,21,50,Cyber,array=LOGIC,array=LOGIC,array=LOGIC,array=REG,array=RAM,unroll_times=0,unroll_times=2,folding=1,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=4;50
1963,8,1371,459,554,8,5401,2482,9,9,9.00,30,-,29.5732ns,-,-,-,-,20,248,23,50,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,array=LOGIC,array=REG,unroll_times=0,unroll_times=all,unroll_times=all,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=folding=1;50
1334,12,1076,311,209,12,3283,1747,13,13,13.00,37,-,28.8007ns,-,-,-,-,53,376,24,100,Cyber,array=LOGIC,array=RAM,array=RAM,array=RAM,array=REG,folding=1,unroll_times=2,unroll_times=all,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=unroll_times=2;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=folding=1;100
535,11,289,187,197,11,1877,941,12,12,12.00,38,-,28.8007ns,-,-,-,-,36,496,26,50,Cyber,array=RAM,array=LOGIC,array=RAM,array=RAM,array=REG,unroll_times=all,folding=1,unroll_times=2,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=0;50
532,16,326,204,155,16,1724,936,17,17,17.00,35,-,28.8007ns,-,-,-,-,61,376,27,100,Cyber,array=LOGIC,array=LOGIC,array=RAM,array=RAM,array=RAM,unroll_times=all,folding=0,unroll_times=2,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=unroll_times=0;100
2289,16,478,515,1716,16,7617,2161,17,17,17.00,79,-,33.4916ns,-,-,-,-,46,248,15,-100,Cyber,array=LOGIC,array=RAM,array=RAM,array=EXPAND+array_index=const,array=RAM,unroll_times=0,folding=0,unroll_times=all,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=folding=1;-100
7484,7,4402,324,3014,7,15778,6090,7,7,7.00,61,0,29.81ns,-,-,-,-,26,0,23,100,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=EXPAND+array_index=const,folding=1,unroll_times=0,unroll_times=4,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=0;LOOP_3=unroll_times=4;LOOP_4=folding=1;LOOP_5=folding=1;100
8856,4,2494,451,6208,4,24527,6621,4,4,4.00,150,0,43.18ns,-,-,-,-,6,0,20,-50,Cyber,array=RAM,array=REG,array=RAM,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,unroll_times=all,unroll_times=4,unroll_times=4,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=unroll_times=4;LOOP_4=unroll_times=4;LOOP_5=unroll_times=all;-50
11685,8,3158,436,8280,8,31420,7676,8,8,8.00,239,0,51.015ns,-,-,-,-,28,0,17,-50,Cyber,array=EXPAND+array_index=const,array=RAM,array=RAM,array=REG,array=EXPAND+array_index=const,unroll_times=0,unroll_times=4,folding=0,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=folding=0;LOOP_4=unroll_times=4;LOOP_5=folding=1;-50
10406,6,4365,384,5903,6,25489,7540,6,6,6.00,132,0,38.1395ns,-,-,-,-,25,0,16,0,Cyber,array=REG,array=REG,array=RAM,array=RAM,array=EXPAND+array_index=const,folding=0,unroll_times=4,unroll_times=0,folding=0,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=unroll_times=4;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=4;0
6160,5,4392,272,1731,5,12226,5379,5,5,5.00,32,0,28.8007ns,-,-,-,-,16,0,23,100,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,unroll_times=2,folding=0,folding=0,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=4;100
1656,7,564,252,1051,7,5251,1718,7,7,7.00,34,-,31.7307ns,-,-,-,-,32,368,18,0,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,array=LOGIC,array=REG,unroll_times=0,unroll_times=0,unroll_times=0,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=unroll_times=0;0
2998,21,509,598,2367,22,9664,2430,22,22,22.00,100,-,37.2525ns,-,-,-,-,68,248,15,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=RAM,array=REG,array=RAM,folding=1,folding=0,unroll_times=0,unroll_times=all,unroll_times=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=all;LOOP_5=unroll_times=0;-100
836,9,652,317,160,9,2421,1501,9,9,9.00,15,-,30.23ns,-,-,-,-,25,256,36,100,Cyber,array=REG,array=LOGIC,array=LOGIC,array=RAM,array=REG,folding=1,folding=0,unroll_times=4,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=unroll_times=4;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;100
