AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,LOOP_6,FUNC_1,Attr
5961,16,1088,3378,1415,16,10416,4449,16,16,16.00,64,-,3.4151ns,-,-,-,-,44,-,-,0,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=0,unroll_times=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;LOOP_6=unroll_times=0;FUNC_1=func=inline;0
5989,13,915,3516,1462,32,10215,4341,13,13,13.00,64,-,3.7323ns,-,-,-,-,32,-,-,-100,Cyber,array=REG,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,unroll_times=0,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;LOOP_6=unroll_times=all;FUNC_1=func=inline;-100
6353,15,1464,3348,1441,32,11150,4788,15,15,15.00,68,-,2.3574ns,-,-,-,-,34,-,-,50,Cyber,array=REG,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=all,unroll_times=all,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;50
24078,11,1596,7068,15122,48,55414,18990,17,17,17.00,244,0,3.9438ns,-,-,-,-,29,-,-,0,Cyber,array=REG,array=EXPAND+array_index=const,array=REG,folding=0,folding=0,folding=0,folding=1,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;0
21263,23,1311,5502,14310,16,50003,16741,24,24,24.00,124,-,3.7606ns,-,-,-,-,40,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,unroll_times=0,unroll_times=all,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=unroll_times=all;FUNC_1=func=inline;0
6865,17,1587,3582,1601,16,12265,5283,18,18,18.00,79,-,2.91ns,-,-,-,-,46,-,-,50,Cyber,array=RAM,array=REG,array=RAM,folding=0,folding=0,unroll_times=all,unroll_times=all,folding=0,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=0;LOOP_6=folding=1;FUNC_1=func=inline;50
24756,10,1461,5046,18118,32,60467,19749,10,10,10.00,99,0,3.7183ns,-,-,-,-,29,-,-,0,Cyber,array=REG,array=REG,array=EXPAND+array_index=const,unroll_times=0,unroll_times=0,folding=0,folding=0,unroll_times=all,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=0;FUNC_1=func=inline;0
6236,14,1020,3546,1571,32,10858,4583,14,14,14.00,67,-,3.1773ns,-,-,-,-,30,-,-,-100,Cyber,array=REG,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;-100
6493,10,1579,3120,1704,32,11983,5017,10,10,10.00,58,-,3.0623ns,-,-,-,-,19,-,-,50,Cyber,array=REG,array=RAM,array=REG,unroll_times=0,unroll_times=all,unroll_times=0,unroll_times=0,folding=0,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=0;LOOP_4=unroll_times=0;LOOP_5=folding=0;LOOP_6=unroll_times=all;FUNC_1=func=inline;50
6450,16,1092,3582,1679,16,11360,4781,17,17,17.00,81,-,3.2151ns,-,-,-,-,42,-,-,-100,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=1,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=0;FUNC_1=func=inline;-100
6525,23,1086,3594,1725,16,11778,4971,24,24,24.00,104,-,2.955ns,-,-,-,-,33,-,-,-50,Cyber,array=RAM,array=REG,array=RAM,folding=0,unroll_times=all,unroll_times=all,unroll_times=all,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=unroll_times=all;FUNC_1=func=inline;-50
23016,13,1358,5052,16435,16,55798,18345,13,13,13.00,155,0,3.7831ns,-,-,-,-,32,-,-,-50,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=1,folding=0,folding=0,unroll_times=0,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;LOOP_6=folding=0;FUNC_1=func=inline;-50
29203,11,1814,8496,18613,16,67699,23094,17,17,17.00,264,0,4.2838ns,-,-,-,-,29,-,-,0,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,folding=0,folding=0,folding=0,folding=1,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;0
24756,10,1461,5046,18118,32,60467,19749,10,10,10.00,99,0,3.7183ns,-,-,-,-,29,-,-,0,Cyber,array=REG,array=REG,array=EXPAND+array_index=const,unroll_times=0,folding=0,folding=0,folding=0,unroll_times=all,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=0;FUNC_1=func=inline;0
5961,16,1088,3378,1415,16,10416,4449,16,16,16.00,64,-,3.4151ns,-,-,-,-,44,-,-,0,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=0,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;LOOP_6=unroll_times=all;FUNC_1=func=inline;0
21648,25,1311,5352,14810,16,51734,17264,27,27,27.00,159,-,3.8906ns,-,-,-,-,39,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,unroll_times=0,unroll_times=all,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;0
23072,13,1360,5046,16492,16,56200,18486,13,13,13.00,158,0,4.02ns,-,-,-,-,32,-,-,0,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,folding=1,folding=1,folding=0,folding=0,unroll_times=0,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;LOOP_6=folding=0;FUNC_1=func=inline;0
6553,16,1088,3582,1789,16,11939,5017,17,17,17.00,78,-,2.98ns,-,-,-,-,45,-,-,0,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,unroll_times=all,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=1;FUNC_1=func=inline;0
3645,15,1014,1626,929,16,7073,3042,15,15,15.00,60,-,2.8423ns,-,-,-,-,34,-,-,-50,Cyber,array=REG,array=RAM,array=RAM,unroll_times=0,folding=0,unroll_times=all,unroll_times=all,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;-50
8675,17,1720,3528,3270,16,17737,6951,17,17,17.00,141,-,2.7869ns,-,-,-,-,31,-,-,50,Cyber,array=EXPAND+array_index=const,array=REG,array=RAM,unroll_times=0,folding=0,folding=0,unroll_times=all,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;50
24667,10,1243,5076,18223,32,60384,19697,10,10,10.00,93,0,3.7183ns,-,-,-,-,20,-,-,0,Cyber,array=REG,array=REG,array=EXPAND+array_index=const,unroll_times=all,unroll_times=0,folding=0,folding=0,unroll_times=all,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=1;FUNC_1=func=inline;0
6865,17,1587,3582,1601,16,12265,5283,18,18,18.00,79,-,2.91ns,-,-,-,-,46,-,-,50,Cyber,array=RAM,array=REG,array=RAM,unroll_times=0,unroll_times=0,unroll_times=all,unroll_times=0,folding=0,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=0;LOOP_5=folding=0;LOOP_6=folding=1;FUNC_1=func=inline;50
4145,18,1092,1680,1283,0,8637,3591,20,20,20.00,90,-,2.395ns,-,-,-,-,48,-,-,-50,Cyber,array=RAM,array=RAM,array=RAM,folding=1,folding=0,folding=0,unroll_times=0,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;-50
6450,16,1092,3582,1679,16,11360,4781,17,17,17.00,81,-,3.2151ns,-,-,-,-,42,-,-,0,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=1,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=0;FUNC_1=func=inline;0
3897,25,1086,1668,1050,0,7821,3373,26,26,26.00,93,-,2.395ns,-,-,-,-,45,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,folding=0,folding=0,unroll_times=all,folding=1,unroll_times=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=unroll_times=0;FUNC_1=func=inline;-100
4243,17,1587,1662,925,0,8291,3696,18,18,18.00,69,-,2.91ns,-,-,-,-,46,-,-,50,Cyber,array=RAM,array=RAM,array=RAM,folding=0,unroll_times=0,unroll_times=all,unroll_times=all,folding=0,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=0;LOOP_6=folding=1;FUNC_1=func=inline;50
5976,17,1082,3384,1426,16,10613,4543,17,17,17.00,68,-,3.305ns,-,-,-,-,36,-,-,-50,Cyber,array=RAM,array=REG,array=RAM,folding=0,unroll_times=0,unroll_times=all,unroll_times=all,folding=0,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=0;LOOP_6=unroll_times=all;FUNC_1=func=inline;-50
3897,25,1086,1668,1050,0,7821,3373,26,26,26.00,93,-,2.395ns,-,-,-,-,45,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,folding=0,folding=0,unroll_times=all,folding=1,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=0;FUNC_1=func=inline;-100
4198,18,1577,1662,884,0,8102,3606,19,19,19.00,75,-,2.0651ns,-,-,-,-,47,-,-,50,Cyber,array=RAM,array=RAM,array=RAM,folding=1,folding=0,folding=0,unroll_times=0,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;LOOP_5=folding=1;LOOP_6=unroll_times=all;FUNC_1=func=inline;50
3970,17,1082,1668,1148,0,8109,3449,18,18,18.00,72,-,2.69ns,-,-,-,-,46,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=0,unroll_times=0,unroll_times=all,unroll_times=all,folding=0,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;LOOP_5=folding=0;LOOP_6=folding=1;FUNC_1=func=inline;0
5999,12,909,3516,1477,32,10309,4326,12,12,12.00,65,-,3.7323ns,-,-,-,-,31,-,-,-100,Cyber,array=REG,array=RAM,array=REG,folding=0,folding=0,folding=0,unroll_times=0,unroll_times=0,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;LOOP_5=unroll_times=0;LOOP_6=unroll_times=all;FUNC_1=func=inline;-100
22286,18,1092,3612,17423,0,56447,18234,19,19,19.00,159,-,2.8606ns,-,-,-,-,44,-,-,-100,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,folding=1,folding=0,folding=0,folding=0,folding=1,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=0;FUNC_1=func=inline;-100
6482,23,1086,3588,1695,16,11591,4898,24,24,24.00,97,-,3.2151ns,-,-,-,-,40,-,-,0,Cyber,array=RAM,array=RAM,array=REG,unroll_times=all,folding=0,folding=0,folding=0,folding=1,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=0;FUNC_1=func=inline;0
6721,16,1092,3594,1924,16,12350,5087,18,18,18.00,95,-,2.815ns,-,-,-,-,42,-,-,-50,Cyber,array=RAM,array=RAM,array=REG,folding=1,folding=0,folding=0,folding=0,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;-50
17918,16,1388,3150,13244,16,44736,14664,16,16,16.00,120,-,3.5296ns,-,-,-,-,35,-,-,0,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,folding=1,folding=0,folding=0,unroll_times=all,unroll_times=0,unroll_times=0,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=unroll_times=0;LOOP_6=unroll_times=0;FUNC_1=func=inline;0
21216,15,1311,5496,14291,16,49714,16587,16,16,16.00,102,-,3.7606ns,-,-,-,-,41,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=0,unroll_times=0,unroll_times=all,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=unroll_times=all;FUNC_1=func=inline;0
23016,13,1358,5052,16435,16,55798,18345,13,13,13.00,155,0,3.7831ns,-,-,-,-,32,-,-,-50,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=1,folding=0,folding=0,unroll_times=all,folding=0,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=0;FUNC_1=func=inline;-50
8874,10,1018,5466,2271,48,15047,6281,10,10,10.00,71,0,3.6373ns,-,-,-,-,20,-,-,-50,Cyber,array=REG,array=REG,array=REG,unroll_times=all,unroll_times=0,folding=0,folding=0,unroll_times=all,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;LOOP_6=folding=1;FUNC_1=func=inline;-50
8466,15,915,3570,3814,16,17649,6597,15,15,15.00,151,-,3.1419ns,-,-,-,-,34,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,folding=1,folding=0,unroll_times=0,folding=0,folding=0,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=0;LOOP_6=folding=1;FUNC_1=func=inline;-100
10972,13,1622,5442,3732,32,20536,8104,13,13,13.00,144,0,3.2875ns,-,-,-,-,27,-,-,50,Cyber,array=EXPAND+array_index=const,array=REG,array=REG,unroll_times=0,folding=0,folding=0,unroll_times=all,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;LOOP_6=folding=1;FUNC_1=func=inline;50
